File title$Item title & copyright
liv_000916_copyright_information.txt$Livingstone, David, 1813-1873. Moteverde, Emilio Achilles, 1803-1881. Letter to The Earl of Clarendon, 26 August 1856.   
liv_002409_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 26 August 1865. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002417_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 27 September 1865. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002426_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 26 October 1865. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002447_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 4 December 1865. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002446_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 2 December 1865. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002466_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 1 January 1866. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002478_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, [16 February] 1866. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002503_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 3 November 1866, 1 February 1867. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002587_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, November 1871. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002598_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], 19 February 1872. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002606_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], 8 March 1872. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002624_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 2 September 1872. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001941_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, [10 July 1863?]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002402_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [1 January-13 August 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002197_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 17 [February 1865?]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002380_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, [26 September 1864-30 July 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002381_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [26 September 1864-30 July 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001899_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 20 April 1863. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002149_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, [26 September-31 December 1864]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002209_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [February 1865?]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002194_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 14 [February 1865?]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002147_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, [December 1864]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002382_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [26 September 1864-30 July 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002355_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [June 1865?]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001915_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [March-April 1863]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002398_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [26 September 1864-13 August 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002399_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [26 September 1864-13 August 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002465_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [1 January 1866?]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002400_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller], [26 September 1864-13 August 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002148_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, [26 September-31 December 1864]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002462_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [John Kirk 2], [1 January 1866?]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002910_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller?], [July 1864-August 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002911_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller?], [July 1864-August 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001909_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 28 April 1863. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002908_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Horace Waller?], [February 1865?]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002969_copyright_information.txt$Livingstone, David, 1813-1873. Envelope to Horace Waller, [August 1865?]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002970_copyright_information.txt$Livingstone, David, 1813-1873. Envelope to Horace Waller, [July 1864-August 1865]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002967_copyright_information.txt$Livingstone, David, 1813-1873. Envelope to H[orace] W[aller], [1861-1863]. Images copyright The Bodleian Library, University of Oxford. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
